Code,Lat_dd,Lon_dd,Alt_m,Time_dy,D_dd,IGRF_D_dd,I_dd,IGRF_I_dd,F_nT,IGRF_F_nT,H_nT,IGRF_H_nT,X_nT,IGRF_X_nT,Calculated_X,Y_nT,IGRF_Y_nT,Calculated_Y,Z_nT,IGRF_Z_nT,Calculated_Z,N_occupations,Closest_OBS,TTB_distances_km,VSS_distances_km,State,Region,RS_name,RMSE_D_Original_values,RMSE_I_Original_values,RMSE_F_Original_values,RMSE_H_Original_values,RMSE_X_Original_values,RMSE_X_Calculated_values,RMSE_Y_Original_values,RMSE_Y_Calculated_values,RMSE_Z_Original_values,RMSE_Z_Calculated_values
AM_BJC,-4.367,-70.050,73.160,1965.807,-0.365,-0.450,17.684,17.383,30275.000,30271.500,28844.000,28887.900,28843.000,28887.000,28843.810,-183.000,-223.900,-183.751,9196.000,9047.300,9196.546,8,TTB,2417.341,3476.964,AM,N,BENJAMIM CONSTANT,0.245,0.263,62.099,42.024,43.905,43.974,119.560,119.754,149.236,149.702
AM_BJC,-4.367,-70.050,73.160,1978.708,-2.930,-2.400,17.058,16.917,29341.000,29321.500,28050.000,28053.200,28013.000,28028.500,28013.570,-1433.000,-1175.900,-1433.812,8606.000,8530.600,8606.878,8,TTB,2417.341,3476.964,AM,N,BENJAMIM CONSTANT,0.245,0.263,62.099,42.024,43.905,43.974,119.560,119.754,149.236,149.702
AM_BJC,-4.367,-70.050,73.160,1984.706,-3.858,-3.483,16.610,16.567,28921.000,28942.300,27714.000,27741.200,27651.000,27690.100,27651.401,-1864.000,-1683.200,-1864.721,8267.000,8251.300,8267.230,8,TTB,2417.341,3476.964,AM,N,BENJAMIM CONSTANT,0.245,0.263,62.099,42.024,43.905,43.974,119.560,119.754,149.236,149.702
AM_CRA,-4.878,-66.898,75.846,1978.656,-4.931,-4.633,15.803,15.833,28752.000,28806.400,27665.000,27714.100,27562.000,27623.500,27562.891,-2377.000,-2239.000,-2377.997,7830.000,7857.200,7830.050,4,TTB,2081.522,3169.220,AM,N,CARAUARI,0.222,0.236,31.757,44.168,41.469,41.376,106.824,107.543,110.291,109.858
AM_CRA,-4.878,-66.895,75.256,1984.770,-5.947,-5.767,15.001,15.250,28426.000,28412.500,27457.000,27412.800,27309.000,27273.900,27309.508,-2844.000,-2755.800,-2844.806,7357.000,7470.500,7357.669,4,TTB,2081.196,3168.966,AM,N,CARAUARI,0.222,0.236,31.757,44.168,41.469,41.376,106.824,107.543,110.291,109.858
AM_CRA,-4.878,-66.895,75.256,1988.880,-6.690,-6.483,14.449,14.683,28168.000,28141.300,27277.000,27223.100,27091.000,27049.300,27091.320,-3177.000,-3072.000,-3177.705,7028.000,7129.600,7028.427,4,TTB,2081.196,3168.966,AM,N,CARAUARI,0.222,0.236,31.757,44.168,41.469,41.376,106.824,107.543,110.291,109.858
AM_CRA,-4.878,-66.895,75.256,1995.906,-7.881,-7.700,13.293,13.617,27632.000,27645.400,26891.000,26867.900,26637.000,26625.800,26637.663,-3687.000,-3598.700,-3687.278,6353.000,6510.200,6353.449,4,TTB,2081.196,3168.966,AM,N,CARAUARI,0.222,0.236,31.757,44.168,41.469,41.376,106.824,107.543,110.291,109.858
AM_MAN,-3.142,-59.992,39.419,1910.546,0.112,-0.467,20.065,20.467,31342.000,31614.300,29439.000,29617.400,29439.000,29616.400,29439.610,57.000,-243.400,57.548,10753.000,11057.800,10753.000,25,TTB,1293.483,2773.247,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.127,-59.983,40.511,1910.567,0.123,-0.483,20.159,20.500,31333.000,31620.900,29413.000,29617.900,29413.000,29616.800,29413.469,63.000,-249.800,63.144,10798.000,11075.300,10798.183,25,TTB,1292.227,2773.944,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.127,-59.983,40.511,1911.239,-0.068,-0.600,20.263,20.583,31336.000,31623.500,29396.000,29603.500,29396.000,29601.800,29396.681,-34.000,-313.100,-34.889,10852.000,11121.100,10852.594,25,TTB,1292.227,2773.944,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.127,-59.983,40.511,1913.708,-0.587,-1.050,20.579,20.900,31493.000,31634.700,29483.000,29551.800,29481.000,29546.800,29481.835,-302.000,-545.600,-302.054,11069.000,11289.100,11069.744,25,TTB,1292.227,2773.944,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.127,-59.983,40.511,1914.729,-0.824,-1.250,20.781,21.033,31520.000,31640.100,29469.000,29531.000,29466.000,29524.000,29466.368,-423.000,-641.700,-423.800,11183.000,11358.500,11183.200,25,TTB,1292.227,2773.944,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.142,-59.992,39.419,1914.796,-0.828,-1.250,20.697,21.017,31522.000,31634.000,29487.000,29528.800,29484.000,29521.800,29484.571,-426.000,-643.400,-426.121,11140.000,11347.200,11140.690,25,TTB,1293.483,2773.247,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.142,-59.992,39.419,1917.848,-1.393,-1.767,20.989,21.300,31519.000,31640.800,29427.000,29479.300,29418.000,29465.100,29418.993,-715.000,-913.000,-715.388,11289.000,11494.100,11289.750,25,TTB,1293.483,2773.247,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.142,-59.992,39.419,1924.098,-2.479,-2.767,21.548,21.667,31599.000,31626.000,29390.000,29391.900,29363.000,29357.500,29363.047,-1271.000,-1422.000,-1271.236,11605.000,11675.500,11605.699,25,TTB,1293.483,2773.247,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.127,-59.983,40.511,1924.159,-2.470,-2.783,21.621,21.700,31638.000,31632.100,29411.000,29391.800,29384.000,29357.000,29384.672,-1267.000,-1431.400,-1267.548,11657.000,11692.300,11657.505,25,TTB,1292.227,2773.944,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.127,-59.983,40.511,1932.166,-3.861,-3.917,21.954,21.917,31679.000,31592.600,29381.000,29308.700,29315.000,29240.300,29315.089,-1978.000,-2000.900,-1978.456,11843.000,11793.700,11843.577,25,TTB,1292.227,2773.944,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.135,-60.000,32.500,1932.279,-4.664,-3.917,21.937,21.917,31526.000,31590.000,29243.000,29308.600,29146.000,29240.200,29146.532,-2377.000,-2001.300,-2377.845,11777.000,11787.100,11777.700,25,TTB,1294.233,2774.408,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.117,-60.067,10.842,1932.359,-3.634,-3.883,22.208,21.950,31600.000,31605.100,29255.000,29315.200,29197.000,29248.000,29197.018,-1854.000,-1984.100,-1854.316,11943.000,11811.100,11943.854,25,TTB,1301.255,2780.576,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.127,-59.983,40.511,1932.379,-3.996,-3.950,21.971,21.917,31678.000,31591.700,29377.000,29307.100,29305.000,29237.800,29305.914,-2047.000,-2014.900,-2047.213,11851.000,11795.200,11851.920,25,TTB,1292.227,2773.944,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.133,-59.950,50.160,1943.659,-5.181,-5.183,21.319,21.300,31443.000,31368.800,29291.000,29227.400,29171.000,29108.200,29171.705,-2645.000,-2636.700,-2645.080,11431.000,11391.400,11431.422,25,TTB,1288.719,2771.161,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.133,-60.000,32.180,1943.659,-5.230,-5.133,21.267,21.300,31421.000,31374.400,29281.000,29231.300,29159.000,29113.700,29159.336,-2669.000,-2618.700,-2669.102,11396.000,11396.600,11396.854,25,TTB,1294.197,2774.583,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.103,-60.017,41.199,1952.250,-6.157,-6.150,20.569,20.450,30695.000,30894.800,28738.000,28948.400,28572.000,28781.600,28572.417,-3082.000,-3102.300,-3082.263,10784.000,10792.600,10784.232,25,TTB,1295.527,2778.373,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.133,-60.000,32.180,1952.389,-6.184,-6.183,20.531,20.383,30969.000,30868.600,29001.000,28935.800,28833.000,28767.800,28833.169,-3124.000,-3113.400,-3124.138,10861.000,10751.500,10861.266,25,TTB,1294.197,2774.583,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.150,-59.988,44.920,1958.458,-7.019,-7.017,19.524,19.633,30555.000,30411.800,28798.000,28642.600,28582.000,28427.600,28582.314,-3519.000,-3502.500,-3519.088,10211.000,10221.500,10211.532,25,TTB,1293.189,2772.273,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.067,-60.017,45.879,1965.567,-8.003,-8.017,19.045,18.817,29979.000,29939.600,28338.000,28338.500,28062.000,28061.900,28062.037,-3945.000,-3949.400,-3945.360,9782.000,9659.600,9782.467,25,TTB,1294.898,2781.525,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-3.067,-60.017,45.879,1977.129,-9.699,-9.833,17.350,17.133,28998.000,28938.400,27678.000,27654.600,27282.000,27247.800,27282.991,-4663.000,-4726.000,-4663.077,8647.000,8523.500,8647.434,25,TTB,1294.898,2781.525,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-2.900,-59.967,81.220,1979.927,-10.428,-10.450,17.076,17.017,28802.000,28819.500,27532.000,27556.700,27077.000,27099.900,27077.548,-4983.000,-4996.600,-4983.340,8457.000,8437.500,8457.417,25,TTB,1286.640,2792.772,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-2.838,-59.713,81.657,1982.770,-10.880,-11.133,16.645,16.450,28570.000,28609.800,27372.000,27439.800,26880.000,26923.000,26880.821,-5166.000,-5300.200,-5166.700,8183.000,8098.000,8183.618,25,TTB,1257.740,2781.077,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-2.838,-59.713,81.657,1988.947,-11.840,-12.117,15.189,15.117,28219.000,28169.000,27233.000,27194.300,26653.000,26588.700,26653.817,-5587.000,-5707.300,-5587.695,7393.000,7345.800,7393.488,25,TTB,1257.740,2781.077,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-2.838,-59.713,81.657,1995.926,-13.201,-13.150,13.628,13.483,27702.000,27671.900,26922.000,26909.300,26210.000,26204.000,26210.659,-6148.000,-6120.700,-6148.137,6527.000,6451.500,6527.064,25,TTB,1257.740,2781.077,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MAN,-2.930,-59.975,90.700,2005.760,-14.324,-14.300,11.314,11.133,27065.000,27002.600,26039.000,26494.400,5310.000,25674.400,25713.998,NaN,-6540.700,-6565.888,NaN,5213.800,5309.767,25,TTB,1287.998,2790.679,AM,N,MANAUS,0.327,0.208,128.662,133.015,4074.033,97.073,171.983,168.497,143.647,141.949
AM_MNC_A,-5.795,-61.278,41.728,2005.908,-12.694,-13.200,6.885,7.033,25926.000,26117.700,25739.000,25921.200,3108.000,25236.100,25109.916,NaN,-5920.400,-5656.001,NaN,3197.300,3107.929,1,TTB,1505.514,2644.138,AM,N,MANICORE A,0.506,0.148,191.700,182.200,22128.100,126.184,NaN,264.399,NaN,89.371
AM_SGC,-0.137,-67.100,69.280,1932.076,0.865,0.383,26.766,26.467,32846.000,33695.300,29326.000,30164.100,29323.000,30163.400,29323.315,442.000,197.700,442.731,14792.000,15016.700,14792.124,5,TTB,2070.016,3545.638,AM,N,SAO GABRIEL CACHOEIRA,0.592,0.677,412.539,384.585,7568.770,393.817,281.119,281.445,277.701,371.984
AM_SGC,-0.132,-67.075,70.760,1978.687,-5.796,-5.383,23.934,23.950,30810.000,30967.400,28160.000,28299.500,28016.000,28174.500,28016.788,-2843.000,-2656.900,-2843.865,12499.000,12574.400,12499.125,5,TTB,2067.274,3544.102,AM,N,SAO GABRIEL CACHOEIRA,0.592,0.677,412.539,384.585,7568.770,393.817,281.119,281.445,277.701,371.984
AM_SGC,-0.133,-67.100,64.120,1984.739,-7.184,-6.467,22.940,23.400,30332.000,30514.200,27933.000,28003.700,27713.000,27825.100,27713.864,-3493.000,-3157.000,-3493.213,11822.000,12120.600,11822.412,5,TTB,2070.043,3545.958,AM,N,SAO GABRIEL CACHOEIRA,0.592,0.677,412.539,384.585,7568.770,393.817,281.119,281.445,277.701,371.984
AM_SGC,-0.133,-67.100,64.120,1995.916,-9.081,-8.350,21.159,21.817,29390.000,29641.500,27408.000,27520.100,27065.000,27228.600,27065.061,-4325.000,-3995.000,-4325.916,10608.000,11011.900,10608.536,5,TTB,2070.043,3545.958,AM,N,SAO GABRIEL CACHOEIRA,0.592,0.677,412.539,384.585,7568.770,393.817,281.119,281.445,277.701,371.984
AM_SGC,-0.115,-66.992,94.148,2005.878,-10.434,-9.883,19.019,20.267,28735.000,28826.700,27033.000,27042.500,9740.000,26641.500,26717.154,NaN,-4639.700,-4919.905,NaN,9984.000,9364.210,5,TTB,2058.174,3539.043,AM,N,SAO GABRIEL CACHOEIRA,0.592,0.677,412.539,384.585,7568.770,393.817,281.119,281.445,277.701,371.984
AP_MCP,0.043,-51.067,13.412,1952.937,-13.182,-13.083,21.899,22.267,31396.000,31242.400,29130.000,28912.500,28362.000,28162.800,28362.979,-6643.000,-6541.300,-6643.077,11709.000,11838.700,11709.816,6,TTB,316.065,2621.632,AP,N,MACAPA,0.255,0.272,86.898,98.288,9125.755,84.635,133.252,131.661,136.266,130.428
AP_MCP,0.050,-51.067,13.000,1977.713,-16.197,-16.067,16.783,16.517,29198.000,29180.200,27954.000,27975.800,26844.000,26883.700,26844.763,-7797.000,-7740.300,-7797.600,8430.000,8297.000,8430.857,6,TTB,316.408,2622.375,AP,N,MACAPA,0.255,0.272,86.898,98.288,9125.755,84.635,133.252,131.661,136.266,130.428
AP_MCP,0.050,-51.067,13.000,1984.604,-17.103,-17.000,14.755,14.550,28744.000,28681.400,27796.000,27761.200,26566.000,26548.700,26566.919,-8174.000,-8114.600,-8174.574,7320.000,7207.100,7320.704,6,TTB,316.408,2622.375,AP,N,MACAPA,0.255,0.272,86.898,98.288,9125.755,84.635,133.252,131.661,136.266,130.428
AP_MCP,0.050,-51.067,13.000,1988.468,-17.450,-17.367,13.609,13.400,28477.000,28410.300,27677.000,27637.600,26403.000,26378.900,26403.736,-8299.000,-8245.700,-8299.741,6700.000,6580.900,6700.490,6,TTB,316.408,2622.375,AP,N,MACAPA,0.255,0.272,86.898,98.288,9125.755,84.635,133.252,131.661,136.266,130.428
AP_MCP,0.052,-51.068,12.899,2004.495,-19.229,-18.700,8.659,8.317,27555.000,27445.000,27240.000,27156.200,25721.000,25722.000,25721.148,-8971.000,-8708.600,-8971.651,4148.000,3970.800,4148.500,6,TTB,316.606,2622.621,AP,N,MACAPA,0.255,0.272,86.898,98.288,9125.755,84.635,133.252,131.661,136.266,130.428
AP_MCP,0.052,-51.068,12.899,2009.536,-19.242,-18.983,6.739,6.550,27225.000,27194.500,27037.000,27017.100,3195.000,25547.500,25526.487,NaN,-8789.200,-8910.250,NaN,3101.200,3194.765,6,TTB,316.606,2622.621,AP,N,MACAPA,0.255,0.272,86.898,98.288,9125.755,84.635,133.252,131.661,136.266,130.428
AP_OPQ,3.837,-51.830,24.716,1984.614,-16.833,-16.733,21.302,21.500,30321.000,30393.300,28249.000,28278.900,27039.000,27082.500,27039.018,-8180.000,-8138.200,-8180.557,11015.000,11138.200,11015.127,4,TTB,670.970,3049.890,AP,N,OIAPOQUE,0.104,0.240,50.522,28.261,9762.055,33.715,48.235,47.904,127.523,128.145
AP_OPQ,3.837,-51.830,24.716,1988.489,-17.180,-17.050,20.218,20.417,30015.000,30077.300,28165.000,28188.700,26908.000,26949.000,26908.904,-8319.000,-8267.800,-8319.405,10372.000,10490.000,10372.974,4,TTB,670.970,3049.890,AP,N,OIAPOQUE,0.104,0.240,50.522,28.261,9762.055,33.715,48.235,47.904,127.523,128.145
